title,rating,genres,votes,synopsis,age_rating,mainLead1,mainLead2,startYear,endYear,writer,director,id,runtimeMinutes,image_url
Sweet 20,,Drama,,,,,,2015,2015,['\\N'],['\\N'],tt33077727,\N,"https://m.media-amazon.com/images/M/MV5BNDVkOTAzMDAtZjc4Yi00ZWQxLTkzMzctYzQyZDIwNzQzNTBiXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Love in Time,,Drama,,"Is it possible to go back in time and change the course of history? Noh Jin Woo is a ""brain hacker"" who has the ability to get inside people's heads and tap into their innermost thoughts. He is dating top actress Yoo Ha Ri. When tragedy strikes and Ha Ri is murdered, Jin Woo is devastated. Using his special skills, Jin Woo decides to travel back in time and save Ha Ri. But every time he tries, a new accident occurs and Jin Woo is unable to reverse the tragedy. Can Jin Woo keep Ha Ri from being killed?",,,,2018,2018,['\\N'],['\\N'],tt32514456,\N,"https://m.media-amazon.com/images/M/MV5BYWU3M2JlZGYtYzVjZC00NTNhLTk5N2QtMjNiMmJhZTMyMWFmXkEyXkFqcGc@._V1_QL75_UY266_CR1,0,180,266_.jpg"
Lost love,,History,,,,Son Chang-min,Oh Ji Myung,1980,1980,['\\N'],['\\N'],tt30151008,25,
Studio Call,,Drama,,,,,,2020,2020,['\\N'],['\\N'],tt33348044,\N,"https://m.media-amazon.com/images/M/MV5BMmZkNjEyOGItMzdjNS00MzZhLTkzZmItZmEyMjMxYmFiNGIyXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg"
Wild Family,,Family,,Celebrity children learn about various animals through play and observation.,,,,2014,\N,['\\N'],"['Baek Jung-jun', 'Yi Su-Yeon', 'Hung Young-yul']",tt5524828,27,
Hello Busking,,Drama,,"A story about an idol who struggles to navigate the challenges of the entertainment industry while also dealing with personal issues at home. As he faces pressure from both his career and family, he learns to balance his public persona with his private life, revealing the complexities of fame and the strength it takes to overcome them.",,,,2016,2016,['\\N'],['\\N'],tt33084946,\N,"https://m.media-amazon.com/images/M/MV5BYzY5ZjM4NWYtMmYzNy00OGQ3LWJjNGItODk4MTJhMGM0NTNhXkEyXkFqcGc@._V1_QL75_UY266_CR10,0,180,266_.jpg"
TEN Drama,,"Crime,Drama",,,,,,2012,\N,['\\N'],['\\N'],tt3408886,\N,
Unexpected-life Drama Specials,,Drama,,"When life gives you lemons, how do you make lemonade? In this this great collection of single-episode drama specials, life shows its ironic side by throwing curveballs at people's lives.",,,,2013,\N,['\\N'],['\\N'],tt6429504,70,"https://m.media-amazon.com/images/M/MV5BYTMwYzllMjUtNmY0ZS00OWI4LThiMzgtMjY5NjU0ZDJiZmNhXkEyXkFqcGc@._V1_QL75_UY266_CR104,0,180,266_.jpg"
Wapop,,\N,,"WAPOP"" is an exciting live performance event geared toward international music fans visiting Korea. Held at Children's Grand Park in Seoul, the event features exhilarating performances by the hottest K-pop artists, including Bangtan Boys, MBLAQ, 100%, Ailee, SPICA, GLAM, BTOB, AOA, and NU'EST, as well as more traditional Korean music. Don't miss the fun!",,,,2014,2014,['\\N'],['\\N'],tt6362812,15,
Intern Possible,,Drama,,,,,,2021,2021,['\\N'],['\\N'],tt33347682,\N,"https://m.media-amazon.com/images/M/MV5BYjllYWVmNmQtOWY4NS00MDdmLTkxOGItNGRiZWYwZWJiY2JhXkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg"
Turning Point,,Drama,,,,Jung Suk-yong,,2014,2014,['\\N'],['\\N'],tt33382519,\N,"https://m.media-amazon.com/images/M/MV5BYjQyMDBlZGItNmNiNS00ODhjLThjMjgtMmExZmNiZmJmOWUzXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Twisted Beauty,,Drama,,,,,,2023,2023,['\\N'],['\\N'],tt33308247,\N,"https://m.media-amazon.com/images/M/MV5BMWNhNjRkYjUtNzBlNy00YWZlLWExOWYtOTQyNWQ2OGYzZTc0XkEyXkFqcGc@._V1_QL75_UX180_CR0,27,180,266_.jpg"
Dance No.15,,Drama,,,,,,2019,2019,['\\N'],['\\N'],tt33078751,\N,"https://m.media-amazon.com/images/M/MV5BNDcwNzE5OGYtZmFiMC00MGFhLTk2OWYtMDA2ZWI2MWU1NTk0XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg"
Their Perfect Day,,Drama,,It shows the hidden side of mothers in Gangnam who put all of their efforts into their children. The story is told from four different points of view from four of the mothers. Inspired by the real case of missing children from a luxury kindergarten in Gangnam.,,,,2013,2013,['\\N'],['\\N'],tt32897731,\N,"https://m.media-amazon.com/images/M/MV5BYTU4ZGJkMTEtMTIyMC00MzFjLWFlMzgtMGU4YWVkY2ZiZjgwXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Ode to Our Youth,,Drama,,"What are the missing writing kids who dreamed of becoming a writer doing now? We meet again, with the little girl who used to roll her pen around the faded manuscript. Through the memories and love of forgotten writing children, we want to restore the excitement of a dull heart to young people who are still dreaming.",,,,2022,2022,['\\N'],['Woo Hyun Kim'],tt32551513,\N,"https://m.media-amazon.com/images/M/MV5BMzdmOGQ2NGMtODcxYS00MmYxLWIzZjMtZWRlYmY5NDEyZWJiXkEyXkFqcGc@._V1_QL75_UY266_CR3,0,180,266_.jpg"
Something Music 2,,Drama,,"A music video-type web drama that tells the story with emotional music that deals with the love and pain of young people, giving empathy and joy. A music video-type web drama that tells the story with emotional music that deals with the love and pain of young people, giving empathy and joy.",,,,2020,2020,['\\N'],['\\N'],tt33094311,\N,"https://m.media-amazon.com/images/M/MV5BM2FjNDVmYzktYzc5MC00Yjg2LTk1ZGQtMTg4ODRjZTIyMGFkXkEyXkFqcGc@._V1_QL75_UY266_CR6,0,180,266_.jpg"
Analog Trip,,Documentary,,,,Lee Dong-hae,Shin Dong-hee,2019,2020,['Hwang Sun-Young'],['Ji-seon Kim'],tt21296840,22,
Sam Sound,,Documentary,,,,,,2020,\N,['\\N'],['\\N'],tt15685894,\N,"https://m.media-amazon.com/images/M/MV5BOGQ4NDM0NzctOGM4Ny00NDU2LTljMWMtNTJmM2Y3YTBhNjk1XkEyXkFqcGc@._V1_QL75_UY266_CR43,0,180,266_.jpg"
Susukkekki Beullu,,Family,,,,Hyun-Sup Shim,,2000,2001,['\\N'],['\\N'],tt35682677,\N,
Bamboo Forest,,Drama,,,,,,2018,2018,['\\N'],['\\N'],tt33091580,\N,"https://m.media-amazon.com/images/M/MV5BNDBhZWVmZDEtMTk3Ni00ZThjLTg5OTItN2ZmOWEyMjc4ZDVkXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Real Now,,Game-Show,,"'Real Now' will show the WINNER members traveling to different places together, while being tasked with missions where they will have to look for the 'real' among the 'unreal' things.",,,,2022,2022,['\\N'],['\\N'],tt21029204,\N,"https://m.media-amazon.com/images/M/MV5BMjdjNTBmYjMtNDhjZC00ZjQ5LWFjZTctOWUyMDIxMzA5YjU5XkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
PD suchup,,News,,,,,,1990,\N,['\\N'],['\\N'],tt1879719,\N,
Girls' Generation Star Life Theater,,Reality-TV,,,,,,2011,\N,['\\N'],['\\N'],tt2340757,\N,
A Twist Girl,,Drama,,The first-class girl in the whole school and a man who has changed body is a reverse girl.,,Jung Lael,,2020,2020,['\\N'],['\\N'],tt33306678,\N,"https://m.media-amazon.com/images/M/MV5BZGY2MTQxNTItYTM4NS00YzU0LTk5YzUtMmZmNjlhNmM2NmU5XkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Deux Yeoza 2,,Drama,,,,,,2016,2016,['\\N'],['\\N'],tt33241573,\N,"https://m.media-amazon.com/images/M/MV5BNWNlZTQwZmEtYWUwNi00MjkwLThiMzEtMzJhMDAxZWY5YzI1XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg"
Thumbs Up Feeds Me,,Drama,,"A web drama that delves into the daily office life of content PDs and interns at Lululala. Follow their journey as they tackle creative challenges, navigate office politics, and forge meaningful relationships. From brainstorming sessions to tight deadlines, this series offers a humorous and heartfelt look at the ups and downs of working in a dynamic content production company. Watch as friendships form, romances bloom, and careers are made in this engaging portrayal of modern office life.",,Kwon Ah-Reum,Lee Ji-hoon,2020,2020,['\\N'],['\\N'],tt33063220,\N,"https://m.media-amazon.com/images/M/MV5BM2RiODliOGYtNzdiMi00NTcwLWEwY2UtZjAyMTQxYTA1ZmNlXkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg"
Breathtaking,,Drama,,,,,,2016,2016,['\\N'],['\\N'],tt33255452,\N,"https://m.media-amazon.com/images/M/MV5BMTA2ZTQzZDgtYmEyNy00MDYwLTk0N2QtYWY4NjUwMWZkMzQ5XkEyXkFqcGc@._V1_QL75_UX180_CR0,1,180,266_.jpg"
Honeykki,,Reality-TV,,"Hello, welcome to Honeykki's channel. Honeykki is a blogger who lives in South Korea. She make easy-to-prepare Korean recipes, pretty desserts, and other great food from movies.",,,,2016,\N,['\\N'],['\\N'],tt6917632,6,
"380,000 km Between You and Me",,Drama,,"From a tutor to a school senior, From senior to boyfriend???? Twenty-year-old earth wishing moon. The first love for the first love, the great operation. From a tutor to a school senior, From senior to boyfriend???? Twenty-year-old earth wishing moon. The first love for the first love, the great operation.",,,,2019,2019,['\\N'],['\\N'],tt33165186,\N,"https://m.media-amazon.com/images/M/MV5BYmNhMjNiMGUtNjc1Yy00OTYxLTg2ZmEtOTM5NDVhZWI3NGFjXkEyXkFqcGc@._V1_QL75_UY266_CR3,0,180,266_.jpg"
Vito ASMR,,Documentary,,,,,,2019,\N,['\\N'],['\\N'],tt15288742,\N,"https://m.media-amazon.com/images/M/MV5BOGJiYWVjZjQtNzI5ZC00NTEwLTlkMjQtMWFjYzgzNzRlYzQxXkEyXkFqcGc@._V1_QL75_UY266_CR568,0,180,266_.jpg"
Orange Light,,Drama,,,,,,2014,2014,['\\N'],['\\N'],tt33257931,\N,"https://m.media-amazon.com/images/M/MV5BMTIwMzU2ZDQtYmZmMC00MDc4LTkyMjgtYTNkZTYyNDUzYTVkXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
187cm 167cm 157cm Friend,,Drama,,,,,,2021,2021,['\\N'],['\\N'],tt33298020,\N,"https://m.media-amazon.com/images/M/MV5BYjk2MTgzOTEtMmRjZC00MzRiLTgxNGItYzViOWY1ZTc2ZDA4XkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Exo's Showtime,,Reality-TV,,,,Do Kyung-soo,Oh Sehun,2013,2014,['\\N'],['\\N'],tt31945381,\N,
Frog husband,,Romance,,,,Bool-am Choi,Kim Hye-ja,1969,1970,['\\N'],['\\N'],tt29780861,30,
Drama for Anyone,,Drama,,,,,,2022,2022,['\\N'],['\\N'],tt33257799,\N,"https://m.media-amazon.com/images/M/MV5BMzUxYTY4YjAtZDk4Ni00Y2ZjLWJiNjQtZDk4YTM3ZjNiNjlmXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg"
Digital Family,,Drama,,"Humans are quick to adapt and follow changes in the environment. Mothers, fathers, sons, and daughters are all members of the family, so they are members of society before they become members of society, and individuals before they become members of society. This drama is a story about a family that faces a crisis triggered by the collision of changes in each individual, which is the highest level system. I hope that we can briefly realize the importance of the family community that is fading away as we think and act based on the individual. I want to write a warm and sympathetic story about the process of a broken family finding its original form and healing as we realize the importance of family that we had forgotten at some point while hurting each other, which we should have cherished within the fence called family.",,,,2021,2021,['\\N'],['\\N'],tt33345350,\N,"https://m.media-amazon.com/images/M/MV5BZWVmOWEyZjgtMjU3NC00YmI3LWIxZWYtZTlhZWI5NDI1ODFkXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg"
The Harmony,,,,"Multicultural population 1 million, culture and appearance seem special, but life is the same as ours. Through our neighbors and their stories, we can relate to various cultures and values. Emotional Documentary Harmony that contains a gem-like story.",,,,,,['\\N'],['\\N'],tt38598742,,
What Are You Doing on Christmas?,,Drama,,,,,,2018,2018,['\\N'],['\\N'],tt33244640,\N,"https://m.media-amazon.com/images/M/MV5BYWE3YWE1ZjMtMWI0Yy00YmY1LTlmYTctMjU5NmE0ZTQ2YjNiXkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg"
I Yeong Suk Sajingwan,,Drama,,,,,,2004,2004,['\\N'],['\\N'],tt33428543,\N,"https://m.media-amazon.com/images/M/MV5BZTM2N2EyNTUtMzk2NC00ZmZiLWIwOWItYjMyMzhjZTdjMWEzXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Lump in My Life,,Drama,,"Suddenly Pan Shik is entrusted with a new burden. Meeting his life goals becomes that much harder, because of this new burden. He then runs a business selling home-made.",,,,2014,2014,['\\N'],['\\N'],tt33382742,\N,"https://m.media-amazon.com/images/M/MV5BZjNiMjFhMGMtNjdjMi00ZDNiLTkxNTUtYWNhNzhkMjVkM2RjXkEyXkFqcGc@._V1_QL75_UX180_CR0,5,180,266_.jpg"
Lies of Spring,,Drama,,No more goody two shoe romance. The realistic portrayal of relationships between bad girls and bad guys. Ji Hye is a girl who draws satisfaction from boasting about the lovey-dovey relationship she made up while Jung Soo is the only man who knows her secret. Will Ji Hye's fake romance turns into a real one?,,,,2017,2017,['\\N'],['\\N'],tt33475404,\N,"https://m.media-amazon.com/images/M/MV5BNzE1NzI4ZWYtNWJmOS00MjAyLTlkN2EtMDQ1ZmNhNWYxZDAzXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Chat Drama Log-in,,Romance,,The first 19+ sexy comic chat drama in Korea that tells stories that all Korean men and women who dream of romance can relate to through chatting.,,,,2010,2010,['\\N'],['\\N'],tt33479714,\N,"https://m.media-amazon.com/images/M/MV5BMzQ5ZGE3OWEtNDMyZC00ODRiLWJlNGQtNDFlNTAwYmM0MTFmXkEyXkFqcGc@._V1_QL75_UY266_CR3,0,180,266_.jpg"
I Ate Well Today,,Drama,,,,,,2021,2021,['\\N'],['\\N'],tt33256465,\N,"https://m.media-amazon.com/images/M/MV5BNDRmNDZiNTYtYjllNS00ZjlhLWI2MzQtYTNhNzQ3MmFiZTJhXkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg"
Drawing Hands,,\N,,"Hello, this is the Drawing Hands channel. Welcome to anyone who likes to draw or enjoys art. ^___^ Please subscribe to my channel.",,,,2016,\N,['\\N'],['\\N'],tt6922022,3,
Travel Through Romance 1.5,,Drama,,What are the odds of finding love on a trip? A journey that makes meeting and parting special. Until a man and a woman meet in Chuncheon and become a couple in Gangneung. What are the odds of finding love on a trip? A journey that makes meeting and parting special. Until a man and a woman meet in Chuncheon and become a couple in Gangneung.,,,,2019,2019,['\\N'],['\\N'],tt33077276,\N,"https://m.media-amazon.com/images/M/MV5BYTVhNWQzYTUtYWViMy00YThhLWEzMGItZGY4NDkzYzc4MDQwXkEyXkFqcGc@._V1_QL75_UY266_CR10,0,180,266_.jpg"
Fork You Boss,,Drama,,"From Monday to Sunday, 24/7. the main character relieves his stress from work by cooking. If you are like him, you will be thrilled by the way he treats cooking as a process of letting out his pent-up anger and chilling out after a long day. The gorgeous look and sound of food will water your mouth, and watching him savor his carefully prepared food will relieve even your stress and fill you with happiness.",,,,2017,2017,['\\N'],['\\N'],tt33063451,\N,"https://m.media-amazon.com/images/M/MV5BZjQwMjE5M2YtODMwYy00Njk3LThiMjktYTkzOTU5MzM5ZWM0XkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Girlfriend in the Men's Group,,Drama,,,,,,2021,2021,['\\N'],['\\N'],tt33306708,\N,"https://m.media-amazon.com/images/M/MV5BZDg0MmZhNzEtMjkyZi00MTlhLTg4ZTEtYWFkZDgxOTE3MDhiXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
BEHIND-IT,,Short,,,,,,2023,\N,['\\N'],['\\N'],tt33996408,\N,
Temperature: First,,Drama,,,,,,2017,2017,['\\N'],['\\N'],tt33306003,\N,"https://m.media-amazon.com/images/M/MV5BYWViZWZiNGEtZmU2Ni00YjUxLTllZWUtNzlkZmMwMTZmOGNmXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Twice Japan,,\N,,,,,,2017,\N,['\\N'],['\\N'],tt11890866,\N,"https://m.media-amazon.com/images/M/MV5BMTZlZmIyYmYtNzQwNy00ZDYyLWJmMDEtMTE3ZWI5YjA3YjQ1XkEyXkFqcGc@._V1_QL75_UY266_CR45,0,180,266_.jpg"
Fall in Love with Your Coffee,,Drama,,,,,,2018,2018,['\\N'],['\\N'],tt33071320,\N,"https://m.media-amazon.com/images/M/MV5BM2M5NmI3ZWQtMDdlMC00MjBmLTg3MjctNzRjZGI3ODA2ZmIyXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Wind Blowing in Jeju,,Drama,,"The two men and women are connected to each other through the medium of photography, but it is a three-night, four-day travel story of Jeju Island that is created by solving the conflicts and conflicts caused by the so different attitudes toward photography.",,,,2018,2018,['\\N'],['\\N'],tt33309906,\N,"https://m.media-amazon.com/images/M/MV5BZDBhMjQ2NDktNTMxNy00NTg3LWEzNmYtOGNmY2Q3Y2I5NzM2XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg"
Drama City: In the Name of the Father,,Drama,,,,,,2008,2008,['\\N'],['\\N'],tt33365045,\N,"https://m.media-amazon.com/images/M/MV5BMWRiMWUxYTgtYTMxZC00ZTU3LTk5ZTQtNDRmNjBiNmVhNDhiXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Watashi no kokoro wa hana no ame,,Drama,,,,,,2016,2016,['\\N'],['\\N'],tt13028294,\N,
EA Sims 4,,Drama,,,,,,2020,2020,['\\N'],['\\N'],tt33306671,\N,"https://m.media-amazon.com/images/M/MV5BY2I3NjU5MWQtYTYwMy00YjRmLTg5ODgtY2NmMzUwYmRiOTY4XkEyXkFqcGc@._V1_QL75_UX180_CR0,27,180,266_.jpg"
Employment War 2,,Drama,,"Finding a job in Seoul seems impossible for these four young men and women who live in Noryangjin-dong. In a world where dreams seem so far away, will they be able to survive the fierce competition and find their dream jobs? Or will they give up_",,,,2015,2015,['\\N'],['\\N'],tt33078057,\N,"https://m.media-amazon.com/images/M/MV5BYmMyNGI3OTctYTY2Zi00OWE5LWI0MjEtNWRhMTE0ZmJhOTMzXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg"
Romance Package,,Romance,,,,,,2018,2018,['\\N'],['\\N'],tt32270924,\N,"https://m.media-amazon.com/images/M/MV5BZTkxZDU1YjktYTg0OC00ZjdkLTg2MjktMTBmYTYwZDY0NjdlXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Eye Witness,,Drama,,,,,,2016,2016,['\\N'],['\\N'],tt33320528,\N,"https://m.media-amazon.com/images/M/MV5BZjcwMGE4M2YtMjM2NS00ODgyLWIxODQtM2ViNzNiMGVmYzkxXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg"
Nineteen Nineties,,Drama,,,,,,2020,2020,['\\N'],['\\N'],tt33476264,\N,"https://m.media-amazon.com/images/M/MV5BMjBhMjE4MDEtYzZmNi00NjVlLWE4NmUtMGI2N2Q0MmJjYTNmXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg"
Million Dollar Mysteries,,Documentary,,,,Ed Easterling,,2003,\N,['Ed Easterling'],['\\N'],tt1796102,\N,
Yooncharmi,,\N,,"Welcome to YoonCharmi's Make up and Beauty Channel. Hello, I am Yoon Charmi. I really enjoy doing makeup, beauty and DIY-related videos, so if you are interested, please take a look at my channel. Subscribe and you won't miss a single video.",,,,2016,\N,['\\N'],['\\N'],tt6926294,8,
Campus Romance Today's Drinking Diary,,Drama,,,,,,2018,2018,['\\N'],['\\N'],tt33256553,\N,"https://m.media-amazon.com/images/M/MV5BZmZmMjQwNWMtNDZhMi00ZDY3LWFiNGYtNzUwZTViMjBlZDkwXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Joy Tailor,,Talk-Show,,Original Fashionista Bae Jung Nam will solve your clothes concern. The one and only concern customized clothes shop is now open.,,,,2021,2021,['\\N'],['\\N'],tt15486294,\N,"https://m.media-amazon.com/images/M/MV5BMmRiZGYzNWEtYWE5Zi00M2ExLWE3YTgtOGJiYjYzYmQ4MWJhXkEyXkFqcGc@._V1_QL75_UY266_CR43,0,180,266_.jpg"
Woman Playbook,,Drama,,,,,,2018,2018,['\\N'],['\\N'],tt33293697,\N,"https://m.media-amazon.com/images/M/MV5BZjQwYjUwZWItMjQzZS00NjM2LThkOTQtMzE3YmNmZDJlMTNhXkEyXkFqcGc@._V1_QL75_UY266_CR10,0,180,266_.jpg"
Escaping Crisis No. 1,,Reality-TV,,"Korean show dealing with the solutions to dangers of every-day accidents, hazards, and disasters.",,,,2005,2016,['\\N'],['\\N'],tt25633836,\N,"https://m.media-amazon.com/images/M/MV5BOTZmNWY0YjgtZTg5NS00YTE0LWE5OTAtMjA3NDA2ZjI5OGJkXkEyXkFqcGc@._V1_QL75_UY266_CR148,0,180,266_.jpg"
Love Ward 25,,Drama,,"The convenience store worker, Nasarang, who is in love with Lee Si Bo 365 days a year, suddenly gains superpowers one day.",,,,2015,2015,['\\N'],['\\N'],tt33403813,\N,"https://m.media-amazon.com/images/M/MV5BYzUyMjFjZjctMzdlOC00NjhkLWE1ZDUtNWFiYWM4ZWZhZGY4XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg"
Dxyz,,Drama,,"'Dxyz', a video series featuring two girls, Anna and Mori, showcasing their situational adventures. Anna and Mori can be anyone, and anyone can be them. 'Dxyz', a video series featuring two girls, Anna and Mori, showcasing their situational adventures. Anna and Mori can be anyone, and anyone can be them.",,,,2017,2017,['\\N'],['\\N'],tt33241580,\N,"https://m.media-amazon.com/images/M/MV5BZDBhYmZkZGItYWUwZi00ODIyLTk1YmMtYTNlM2ZhNGM2NDVhXkEyXkFqcGc@._V1_QL75_UY266_CR28,0,180,266_.jpg"
Drama City: Love for Sale.com,,Drama,,,,,,2008,2008,['\\N'],['\\N'],tt33365116,\N,"https://m.media-amazon.com/images/M/MV5BNjBiYzliMGEtNDQ0My00NjFmLWFkYWQtZDg2ZmU0MjVlYTIzXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Do Dream,,Drama,,"Jung Si Yeon is just your average high school student. Sweet and spunky, she spends her carefree days hanging out with her best friend, Yoon Hee, and crushing on the new transfer student, Sung Hyun. When she finds out Sung Hyun was a drummer in a band, she tells him she's in a band as well, in a desperate attempt to impress him. Guilt-ridden by her hasty actions, Si Yeon quickly becomes terrified she'll be caught in a messy lie. To make things right, Si Yeon quickly assembles a group of classmates to form an actual band. Together with Lee So Yeon, the school's resident delinquent and musical genius, Go Yu Na, an honor student with a magical voice, Yoon Hee, and Sung Hyun, Si Yeon forms the band, ""Do Dream"". When a school band contest offers a 5 million won prize, the band members agree, winning should be their number one goal. But dreams don't come true, just because you want them to and being in a band is harder than anyone realized. Through the ups and downs of life, love and friendship, these five students are determined to do whatever it takes to make their dreams come true.",,,,2018,2018,['\\N'],['\\N'],tt32507520,\N,"https://m.media-amazon.com/images/M/MV5BNzA2YThjOTEtN2E5ZC00MzBiLTk4YmItMDFlOTUwZDQwNmU0XkEyXkFqcGc@._V1_QL75_UY266_CR17,0,180,266_.jpg"
